,상권코드,분기,상권구분,상권명,총생활인구수,10대생활인구,20대생활인구,30대생활인구,40대생활인구,50대생활인구,60대이상생활인구,00-06생활인구,06-11생활인구,11-14생활인구,14-17생활인구,17-21생활인구,21-24생활인구,월요일생활인구,화요일생활인구,수요일생활인구,목요일생활인구,금요일생활인구,토요일생활인구,일요일생활인구,평일생활인구,주말생활인구
149,1001347,2,전통시장,석관황금시장,478314,79756,66281,60574,65147,72587,133967,162130,100767,45818,42746,62349,64504,67984,67449,67071,67116,66684,69909,72100,336304,142009
150,1001346,2,전통시장,석관시장,39059,6572,4852,4353,5622,6053,11605,8333,7533,5229,5533,7667,4763,5539,5537,5493,5535,5430,5680,5842,27534,11522
151,1001345,2,전통시장,새석관시장,44898,5854,6555,6752,6721,6713,12302,11100,9380,5624,5506,7527,5759,6368,6398,6322,6532,6437,6391,6449,32057,12840
152,1001344,2,전통시장,번동시장,18412,3929,1828,2800,3246,2525,4084,5410,3684,1979,1958,2860,2522,2549,2531,2649,2594,2534,2720,2834,12857,5554
153,1001343,2,전통시장,장위전통시장,287543,44756,33902,32985,38125,46474,91301,70565,58843,35921,36033,49887,36294,41197,40615,40921,41173,40831,40976,41828,204737,82804
154,1001342,2,전통시장,밤나무골시장,52440,10680,5532,6287,7877,7786,14280,6957,9481,8430,9719,12505,5347,7328,7355,7387,7422,7474,7896,7578,36966,15474
155,1001341,2,전통시장,길음시장,117668,20932,13786,15809,21073,18250,27820,21818,22222,16166,18762,25171,13529,16659,16888,16807,16917,17022,17397,15977,84293,33374
156,1001340,2,전통시장,정릉시장,302149,38358,68921,38242,38397,41195,77038,60439,54568,38473,43882,64770,40017,42540,41804,42371,41704,42204,46093,45436,210623,91529
157,1001339,2,전통시장,정릉아리랑시장,173850,29959,22045,23765,29188,25242,43653,46096,34380,18221,19569,30983,24603,24213,24002,24566,23891,23577,26203,27400,120249,53603
158,1001338,2,전통시장,돈암제일시장,663911,94002,161613,98472,92748,85180,131898,103034,114751,95667,105884,162371,82206,92648,93279,92337,92194,95116,102901,95436,465574,198337
159,1001337,2,전통시장,유영시장,34272,5297,4454,4646,4869,6153,8853,9977,7908,3781,3657,4691,4258,5053,4997,4954,4977,4921,4627,4744,24902,9371
160,1001336,2,전통시장,우림골목시장,1110467,126958,157325,173901,166752,195751,289781,252106,216041,141971,150941,210865,138544,152958,152268,154590,154705,155126,170528,170294,769647,340822
161,1001335,2,전통시장,묵1동도깨비시장,232214,41909,33176,35367,37197,32422,52142,59474,47588,27189,28146,40121,29696,32244,31976,32406,31968,32292,34737,36590,160886,71327
162,1001334,2,전통시장,태능시장,305452,35768,36321,37715,42177,57025,96444,76770,60385,36319,37873,55593,38512,42634,42247,42117,42132,41977,46309,48036,211107,94345
163,1001333,2,전통시장,중화제일시장,375425,38973,49547,63936,50653,64022,108295,100423,72582,40431,42147,66968,52873,52058,52017,52494,51843,51583,56273,59158,259995,115431
164,1001332,2,전통시장,사가정시장,562961,57389,87992,84545,86190,99347,147499,107961,105781,69607,76399,126047,77166,80202,79814,79997,79624,80108,83269,79950,399745,163219
165,1001331,2,전통시장,면목골목시장,499147,71516,58172,66437,77179,83282,142561,144063,99553,52373,53828,80451,68878,70621,70148,69973,68989,69117,73546,76755,348848,150301
166,1001330,2,전통시장,동원시장,845792,88697,112973,127160,119407,157169,240384,154507,157927,113677,125490,184614,109575,119464,118824,119212,118798,119879,125442,124172,596177,249614
167,1001329,2,전통시장,동부골목시장,582305,61009,86675,85287,91650,102252,155433,133436,108034,68903,75936,114943,81053,82199,81520,83972,83374,82545,85327,83367,413610,168694
168,1001328,2,전통시장,이문제일시장,34475,6502,5592,4216,5338,4271,8554,9189,6827,3987,4153,5887,4433,4772,4719,4789,4769,4744,5233,5448,23793,10681
169,1001327,2,전통시장,이경시장,43714,5541,5632,5908,6953,6935,12745,10523,8926,5211,5359,7950,5744,6122,6052,6041,6067,6044,6632,6755,30326,13387
170,1001326,2,전통시장,회기시장,245403,33662,105466,32102,21992,20076,32105,52124,47966,33056,33992,47856,30408,35790,36123,35713,35947,36408,33333,32087,179981,65420
171,1001325,2,전통시장,청량리청과물시장,91688,3307,8420,10144,12588,17685,39543,10796,19187,17924,18660,17450,7670,13729,13775,13810,13704,14044,12695,9931,69062,22626
172,1001324,2,전통시장,전곡시장,23578,4200,2625,3035,3692,3868,6159,3985,4491,3602,3643,5072,2785,3383,3365,3332,3376,3419,3402,3301,16875,6703
173,1001323,2,전통시장,답십리시장,196794,32075,19380,28045,29608,32354,55333,40891,39762,27260,28187,38077,22617,27560,27167,27809,27413,27270,30135,29442,137219,59577
174,1001322,2,전통시장,동부시장,48466,3948,7852,8631,7867,8294,11873,7217,10275,7616,7867,10179,5311,7151,7153,7087,7177,7325,6615,5959,35893,12574
175,1001321,2,전통시장,답십리현대시장,250189,28650,30925,41804,42037,40320,66451,53336,50459,33305,35397,47574,30118,35294,35065,35527,35188,35029,37117,36970,176103,74087
176,1001320,2,전통시장,전농로터리시장,127118,27935,18353,18102,19943,17173,25615,26125,25731,17977,17894,24181,15210,18529,18363,18366,18516,18372,17603,17370,92146,34973
177,1001319,2,전통시장,청량리종합시장,102978,3360,8621,10834,13823,19917,46423,12009,22531,20739,21159,18055,8486,15399,15446,15384,15413,15532,14527,11275,77174,25802
178,1001318,2,전통시장,청량리전통시장,81838,3385,6621,8248,11169,16019,36395,11212,17486,15477,15972,14663,7027,12125,12127,12275,12084,12362,11525,9342,60973,20867
179,1001317,2,전통시장,청량리농수산물시장,30527,1309,2314,2945,4142,6013,13804,4403,6624,5727,5854,5277,2644,4504,4498,4559,4484,4567,4344,3571,22612,7915
180,1001316,2,전통시장,서울약령시장,1013122,91702,140486,122735,133038,162609,362552,183216,219503,172850,166376,168437,102740,148823,150591,149813,150638,150084,140604,122569,749949,263173
181,1001315,2,전통시장,동서시장,28411,1153,2162,2744,3850,5585,12917,3940,6196,5415,5553,4894,2414,4203,4194,4274,4189,4292,4016,3243,21152,7259
182,1001314,2,전통시장,경동시장,79256,3202,7426,8597,10463,14876,34692,9338,17257,15959,16134,13954,6613,11849,11916,11832,11897,11944,11136,8681,59438,19817
183,1001313,2,전통시장,청량리수산시장,77711,3336,8482,9450,10826,14414,31205,16169,17735,12373,12198,11629,7606,11533,11589,11112,11471,11355,10964,9686,57060,20650
184,1001312,2,전통시장,용두시장,40241,3317,8158,7098,5932,6615,9120,6458,8723,6630,6519,7615,4297,6109,6133,6082,6120,6135,5104,4557,30579,9661
185,1001311,2,전통시장,동부청과시장,17457,1245,2022,2296,2353,3024,6519,3526,3901,2586,2677,2838,1929,2538,2540,2486,2524,2502,2528,2340,12590,4868
186,1001310,2,전통시장,구의시장,11792,1899,1922,2025,2010,1824,2113,1959,2122,1721,1969,2619,1401,1667,1671,1674,1656,1669,1738,1718,8337,3456
187,1001309,2,전통시장,조양시장,38729,3344,11863,6379,4731,5864,6548,8486,7293,4990,5348,7791,4820,5387,5508,5664,5512,5644,5698,5316,27715,11014
188,1001308,2,전통시장,영동교골목시장,448047,33991,73701,65868,63999,86369,124120,134104,90161,45054,45884,70182,62663,62562,62779,63215,62851,62939,66008,67690,314346,133698
189,1001307,2,전통시장,능동로골목시장,167777,17876,26003,26372,27550,29232,40745,35751,33751,20228,21875,34857,21319,24128,24006,24012,23981,23757,24230,23663,119884,47893
190,1001306,2,전통시장,노룬산골목시장,166686,13613,24893,22039,24903,33452,47787,39330,31139,19604,20841,32738,23036,23253,23025,23344,22893,23439,25192,25542,115954,50734
191,1001305,2,전통시장,자양종합시장,61663,12060,8012,10993,10140,8595,11865,13928,11932,7681,7995,12140,7986,8721,8621,8681,8592,8641,9149,9256,43256,18405
192,1001304,2,전통시장,자양골목시장,817576,86801,143535,136320,124663,134980,191276,226585,165665,90630,92744,133514,108439,114843,114047,115440,113325,114442,121456,124023,572097,245479
193,1001303,2,전통시장,신성골목시장,51225,7357,6373,7457,7195,8978,13866,11185,9773,6580,7127,10070,6491,7407,7050,7050,7070,7205,7723,7723,35782,15446
194,1001302,2,전통시장,면곡골목시장,110159,11643,14771,17956,17949,21553,26287,23009,17787,13669,15773,24494,15425,15325,15164,15713,15212,15181,16756,16805,76595,33561
195,1001301,2,전통시장,중곡제일시장,242582,31185,32524,42399,36676,40652,59145,53449,46579,30515,32628,48442,30968,33787,33693,33906,33679,33553,36553,37412,168618,73965
196,1001300,2,전통시장,화양제일골목시장,229405,19305,102599,40278,22493,19458,25272,54131,39413,23507,26633,53091,32632,31303,31629,32550,31703,32714,35642,33864,159899,69506
197,1001299,2,전통시장,한아름시장,63992,4933,28494,11380,6443,5560,7182,15955,11584,6793,7445,13300,8914,8814,8880,9087,8861,9011,9781,9559,44653,19340
198,1001298,2,전통시장,성동용답상가시장,503148,53763,93786,68373,77711,81997,127515,146946,103387,52004,51384,79343,70081,70827,71130,71788,70269,70652,73035,75448,354666,148483
199,1001297,2,전통시장,뚝도시장,134377,16758,18352,24418,21459,25467,27923,27194,25646,19636,21299,25081,15520,19684,19874,19701,19851,20002,18265,17001,99112,35266
200,1001296,2,전통시장,금남시장,120768,19863,12399,18706,19688,18902,31207,22967,22696,16101,17780,26124,15101,16600,16427,16645,16705,16513,18803,19077,82890,37880
201,1001295,2,전통시장,행당시장,446918,51705,84709,79616,74343,67623,88922,133624,85356,46587,47573,73884,59894,63967,63448,64042,63580,63706,64914,63261,318743,128175
202,1001294,2,전통시장,마장축산물시장,239865,33138,29631,39477,41183,38715,57722,43727,54964,36688,36299,42968,25219,35773,35838,35418,36359,36027,31941,28507,179415,60448
203,1001293,2,전통시장,보광시장,27028,2980,4311,5081,4704,4162,5791,6510,5588,3287,3582,4678,3384,3844,3814,3806,3795,3763,3970,4036,19022,8006
204,1001292,2,전통시장,이태원제일시장,46924,3847,9304,11458,7895,5272,9148,9343,8985,6209,6906,9417,6064,6595,6615,6787,6667,6567,6989,6704,33231,13693
205,1001291,2,전통시장,이태원시장,27644,1998,6076,6157,4836,3866,4712,4498,5311,4208,4560,5942,3128,3922,3912,4007,3975,4154,4048,3629,19970,7677
206,1001290,2,전통시장,이촌종합시장,72107,14950,6916,10992,13476,10196,15580,10558,14442,11861,12436,15305,7503,10638,10427,10475,10643,10682,10053,9187,52865,19240
207,1001289,2,전통시장,용문전통시장,376659,35974,54102,73133,59282,55484,98684,77611,74413,52112,54515,73587,44420,53222,53364,53785,53361,54492,55081,53355,268224,108436
208,1001288,2,전통시장,만리시장,46178,6612,6259,8286,7592,8175,9255,8619,9249,6650,7041,9069,5551,6579,6740,6721,6809,6842,6302,6186,33691,12488
209,1001287,2,전통시장,신흥시장,71202,8778,11095,13760,10975,8408,18188,18463,14465,8351,8352,12190,9380,9879,10005,10083,9909,9933,10526,10869,49809,21395
210,1001286,2,전통시장,후암시장,58115,5644,8086,10757,10106,9685,13838,12034,11356,7542,8173,11674,7336,8244,8067,8196,8178,8106,8623,8702,40791,17325
211,1001285,2,전통시장,합동(새벽)시장,42214,2927,5595,9581,9397,7081,7634,5994,9376,8010,7984,7327,3522,6537,6620,6285,6696,6572,5025,4480,32710,9505
212,1001284,2,전통시장,서울중앙시장,777979,65363,106574,132043,111694,136807,225496,145489,164781,118560,119832,145399,83919,113141,112750,112232,113053,112540,110174,104089,563716,214263
213,1001283,2,전통시장,백학시장,319516,35279,44842,47050,52263,62792,77291,70039,62281,41452,43514,62016,40212,44837,45254,45432,45433,45918,46598,46042,226874,92640
214,1001282,2,전통시장,약수시장,504119,57867,71593,82279,77397,73010,141971,98355,101057,70114,73507,100641,60445,71666,71146,71288,71067,72438,73293,73220,357605,146513
215,1001281,2,전통시장,청평화시장,61715,2377,10632,16338,12896,9139,10331,14790,12972,8674,7837,9146,8295,9586,9938,9625,9711,9667,7182,6004,48527,13186
216,1001280,2,전통시장,제일평화시장,69482,1832,12035,18901,14923,10637,11153,17219,13953,9806,8972,10114,9419,10848,11318,10940,11064,11004,7967,6343,55174,14310
217,1001279,2,전통시장,동평화시장,156530,3742,26720,42762,33802,24122,25382,40388,31634,21368,19142,22048,21950,24564,25698,24732,25018,24830,17686,14002,124842,31688
218,1001277,2,전통시장,방산종합시장,601374,13670,62557,106199,125851,129767,163332,47048,141017,143074,142022,98418,29793,103935,104441,97231,103660,101787,57156,33164,511054,90320
219,1001276,2,전통시장,평화시장,35345,1679,6695,8771,7069,5365,5765,4919,6725,6787,7098,6752,3062,5282,5358,5405,5458,5544,4576,3721,27047,8297
220,1001275,2,전통시장,인현시장,106108,6935,15510,17796,21821,21266,22781,14139,23636,20924,21070,18209,8133,17437,17722,16398,17673,17420,10582,8878,86650,19460
221,1001274,2,전통시장,신중부시장,764689,30576,124707,144648,151952,147111,165697,106961,175077,148808,146509,128281,59054,124777,125354,119247,125925,124991,81225,63170,620294,144395
222,1001273,2,전통시장,남대문시장,918116,22677,122806,204995,193879,163763,209994,60713,189699,245598,235207,144647,42252,143124,149668,144306,149506,148686,110617,72208,735290,182825
223,1001272,2,전통시장,신설종합시장,41068,2463,6246,7369,6407,7109,11475,8256,8471,6959,7100,6285,3997,5602,5745,5894,5746,5749,5995,6337,28736,12332
224,1001271,2,전통시장,동묘시장,562575,29892,96635,100338,93613,100229,141867,106808,115893,94462,95776,93231,56406,80510,81973,82253,81956,81635,76893,77353,408327,154246
225,1001270,2,전통시장,창신골목시장,399816,24380,54939,43874,50318,96228,130078,76645,76171,59358,60766,79204,47670,57337,57880,57525,57804,57702,57296,54272,288248,111568
226,1001269,2,전통시장,동문시장,51757,1309,6097,9585,9935,11069,13762,13832,10410,7603,6898,7061,5953,7844,8184,8124,7989,8048,6541,5027,40189,11568
227,1001268,2,전통시장,충신시장,98563,7231,14733,14575,15815,19844,26365,15480,20925,18161,17923,17222,8852,15124,15541,14941,15550,15377,12039,9993,76533,22032
228,1001267,2,전통시장,종로신진시장,290848,7109,36295,44088,50712,63650,88993,21346,59979,68412,68800,54268,18041,45997,46990,46859,47178,47695,34424,21705,234719,56129
229,1001266,2,전통시장,동대문종합시장,136223,3624,17092,20685,23728,29704,41391,10679,28080,31650,31813,25318,8684,21520,21997,21887,22070,22297,16143,10310,109771,26453
230,1001265,2,전통시장,광장시장,171117,4355,21186,24848,30650,35812,54268,13231,32635,39580,41164,33877,10631,27298,27840,26985,28095,28037,19937,12927,138255,32864
231,1001264,2,전통시장,통인시장,209072,27230,32493,36650,37063,30211,45424,32051,37355,33647,34903,46037,25080,29700,30230,30696,30789,31348,29580,26729,152763,56309
232,1001263,2,발달상권,서울 노원구 노원역_3,1221690,182803,267235,174482,173847,190448,232874,175507,204984,186171,213894,305456,135676,167602,172220,174492,171189,179355,187008,169824,864858,356832
233,1001262,2,발달상권,서울 노원구 노원역_2,261838,37833,48313,35862,41014,45818,52997,16376,55880,53865,57159,58949,19608,41770,40726,41790,40641,43254,30174,23482,208181,53656
234,1001261,2,발달상권,서울 노원구 노원역_1,1374787,294156,183389,193507,208366,209142,286229,298804,273229,193124,198767,252545,158316,192085,194770,190516,192055,197553,208109,199701,966979,407810
235,1001260,2,발달상권,창동역,417291,55406,62393,55725,65022,70768,107976,44169,87551,71183,79371,96320,38698,58812,59188,58509,59509,60650,63063,57562,296668,120625
236,1001259,2,발달상권,서울 강북구 수유역_3,341464,25239,65872,50082,51771,59171,89329,89924,62485,38366,42553,60935,47199,49591,49407,49353,49049,49341,48686,46039,246741,94725
237,1001258,2,발달상권,등나무근린공원 주변,96267,21993,11361,11098,15003,15185,21629,19062,19485,14887,15238,17464,10131,13557,13576,13886,13599,13591,14141,13919,68209,28060
238,1001257,2,발달상권,서울 강북구 수유역_2,1728179,131105,423926,267941,266297,269347,369563,230749,325771,255873,282693,421721,211370,248684,253654,251179,252469,261663,242525,218004,1267649,460529
239,1001256,2,발달상권,서울 강북구 수유역_1,304585,21258,70066,48302,50015,49188,65758,55237,58624,44113,48183,62223,36205,44937,45074,44706,44653,44451,41407,39357,223821,80764
240,1001255,2,발달상권,서울 은평구 연신내역_3,45782,4110,7882,6956,6905,7700,12230,7305,8741,6864,7302,10180,5391,6682,6561,6612,6597,6765,6690,5876,33217,12566
241,1001254,2,발달상권,서울 은평구 연신내역_2,1518737,165931,310483,231311,218604,227074,365333,197577,288135,216013,242336,372284,202391,219503,217255,218206,219907,225267,220956,197644,1100138,418600
242,1001253,2,발달상권,서울 은평구 연신내역_1,647714,69092,122031,97550,87021,100697,171323,164430,130143,78763,82495,112121,79764,92007,91946,93192,91562,92317,96491,90202,461024,186693
243,1001252,2,발달상권,서울 성북구 미아삼거리역_2,357572,45854,51575,47040,56016,58391,98698,66264,71533,51453,51971,74109,42243,50363,50111,50415,50337,52162,53627,50556,253388,104183
244,1001251,2,발달상권,서울 강북구 미아삼거리역_1,609303,71315,102876,83956,94292,103524,153342,93991,111298,94750,106156,136231,66879,85204,86972,87852,86968,90487,90783,81037,437483,171820
245,1001250,2,발달상권,서울 은평구 불광역_3,388049,27999,64443,63877,54344,68244,109141,124267,77806,42217,39574,53534,50650,57413,58060,58329,57680,58025,51792,46748,289507,98540
246,1001249,2,발달상권,서울 은평구 불광역_2,525705,42697,76199,79135,74944,93262,159468,69137,95037,77986,91902,125023,66621,72687,71978,73921,72210,73138,81402,80371,363934,161773
247,1001248,2,발달상권,서울 은평구 불광역_1,315242,21032,51088,52178,46754,59599,84594,44713,62796,49883,53018,69324,35509,44749,44357,45755,44797,45032,46312,44239,224690,90551
248,1001247,2,발달상권,미아사거리_2,50005,7843,6029,7161,8777,8218,11977,5439,10011,8962,9272,11332,4988,6554,6839,6984,6876,7051,8004,7695,34304,15699
249,1001246,2,발달상권,미아사거리_1,126424,21577,14870,17991,22460,18186,31337,39273,26328,12671,12772,17532,17848,18213,17955,18398,18060,18175,18134,17489,90801,35623
250,1001245,2,발달상권,서울 성북구 성신여대입구역,1948723,292992,544122,300921,258877,225551,326259,352815,337580,263169,298739,448616,247804,274316,276690,279253,275009,278943,286533,277980,1384211,564513
251,1001244,2,발달상권,경희대학교,638218,69418,231808,84091,71016,64370,117514,118451,131900,97959,95852,120589,73467,95449,96325,94553,96274,94846,82344,78429,477447,160773
252,1001243,2,발달상권,서울 성북구 안암역,270550,38765,119910,32341,23010,23560,32966,54588,49872,38132,39441,55475,33044,39576,40335,40141,40774,39858,35821,34048,200684,69869
253,1001242,2,발달상권,혜화역 대학로_3,948510,122599,316319,149995,121918,106609,131069,113253,146349,151835,171511,261796,103766,128019,133012,138919,135853,140366,140920,131420,676169,272340
254,1001241,2,발달상권,혜화역 대학로_2,393965,54841,148200,49405,46876,40983,53657,82004,71159,51612,55858,82777,50555,54952,55698,56685,55546,56759,58287,56039,279640,114326
