,상권코드,분기,상권구분,상권명,총생활인구수,10대생활인구,20대생활인구,30대생활인구,40대생활인구,50대생활인구,60대이상생활인구
1334,1000161,2,골목상권,자양로45길,944135,122626,136394,166631,137104,146239,235142
1335,1000160,2,골목상권,자양로26길,1490858,213770,281102,281768,234403,190249,289567
1336,1000159,2,골목상권,자양로15길,835009,74594,160342,151351,134271,135607,178845
1337,1000158,2,골목상권,자양로11길,1935630,197983,322375,325102,308502,320515,461154
1338,1000157,2,골목상권,용마산로3길,719274,107334,113109,143463,114302,103277,137788
1339,1000156,2,골목상권,용마산로21길,1343487,209105,209457,223719,193396,220509,287303
1340,1000155,2,골목상권,아차산로78길,228449,23552,31518,38269,41423,39277,54410
1341,1000154,2,골목상권,아차산로65길,864393,249365,103886,101589,156502,115860,137194
1342,1000153,2,골목상권,아차산로55길,804622,64317,168262,167778,125702,110232,168332
1343,1000152,2,골목상권,아차산로51길,627561,56413,138179,123852,97783,92837,118498
1344,1000151,2,골목상권,아차산로40길,627741,84959,130210,110475,88060,92110,121927
1345,1000150,2,골목상권,면목로17길,1103917,122786,146823,178337,172134,198220,285619
1346,1000149,2,골목상권,뚝섬로64길,593345,83637,95924,103503,82862,90115,137303
1347,1000148,2,골목상권,뚝섬로58길,562872,94773,74223,102304,86953,77432,127187
1348,1000147,2,골목상권,뚝섬로54길,515297,85963,72675,96148,86478,65638,108396
1349,1000146,2,골목상권,뚝섬로48길,890504,140384,128201,162325,152384,128543,178668
1350,1000145,2,골목상권,뚝섬로24길,639994,63122,86156,102303,107375,125599,155441
1351,1000144,2,골목상권,뚝섬로23길,630476,49526,119576,87560,88637,120231,164946
1352,1000143,2,골목상권,동일로24길,1054050,95597,399200,196563,121453,108745,132494
1353,1000142,2,골목상권,동일로18길,545521,49214,136959,87659,72737,87250,111702
1354,1000141,2,골목상권,능동로4길,728635,145680,98359,109770,123936,114419,136470
1355,1000140,2,골목상권,능동로3길,1535769,180778,226052,255952,251102,261862,360025
1356,1000139,2,골목상권,능동로34길,695796,87947,132316,158172,107992,83533,125837
1357,1000138,2,골목상권,능동로19길,422323,29447,201872,76453,40469,33009,41071
1358,1000137,2,골목상권,능동로13길,1387213,135884,595330,249258,124918,118453,163371
1359,1000136,2,골목상권,긴고랑로9길,616848,80207,87444,108828,92241,103433,144697
1360,1000135,2,골목상권,긴고랑로8길,936491,100999,147916,177641,139848,148095,221992
1361,1000134,2,골목상권,긴고랑로7길,699501,99368,94373,119247,107531,114939,164044
1362,1000133,2,골목상권,긴고랑로20길,642020,92572,92691,118030,98303,99213,141212
1363,1000132,2,골목상권,광나루로52길,994727,217771,151351,146149,170419,133421,175617
1364,1000131,2,골목상권,광나루로40길,1530603,254998,252868,272207,253999,204270,292261
1365,1000130,2,골목상권,광나루로37길,245319,44522,34393,38993,41436,38014,47961
1366,1000129,2,골목상권,광나루로36길,348277,57977,56217,63419,54399,52363,63902
1367,1000128,2,골목상권,광나루로24길,492092,42382,202187,83028,52493,48414,63585
1368,1000127,2,골목상권,광나루로12길,863422,60697,388543,156933,87917,70702,98632
1369,1000126,2,골목상권,한림말길,490680,87961,47267,82576,86856,66552,119470
1370,1000125,2,골목상권,한림말3길,506129,83923,58190,84413,89230,66835,123541
1371,1000124,2,골목상권,청계천로10나길,562166,67032,68944,87766,93796,97298,147329
1372,1000123,2,골목상권,장터길,333592,48164,40774,56298,53375,50723,84257
1373,1000122,2,골목상권,용답중앙길,379505,36752,71038,59602,57983,60205,93925
1374,1000121,2,골목상권,용답29길,690782,69055,128034,104763,105533,112994,170402
1375,1000120,2,골목상권,왕십리로6길,1009220,85986,227435,254192,180237,123807,137564
1376,1000119,2,골목상권,왕십리로31길,1025243,146511,179705,190738,158265,148677,201348
1377,1000118,2,골목상권,왕십리로26길,1139235,133503,252901,190644,165814,172492,223882
1378,1000117,2,골목상권,왕십리로21길,622550,123066,90079,93964,102794,90282,122366
1379,1000116,2,골목상권,왕십리로14길,558545,59484,111231,118214,94054,75865,99701
1380,1000115,2,골목상권,아차산로5길,454710,40314,85692,107130,80478,65811,75286
1381,1000114,2,골목상권,아차산로15길,382694,28110,80156,91165,73655,58688,50919
1382,1000113,2,골목상권,아차산로11길,416680,31295,82565,98214,79623,64865,60120
1383,1000112,2,골목상권,송정4가길,802174,58378,196543,162979,128555,116724,138994
1384,1000111,2,골목상권,송정12라길,419780,39176,100286,77478,62880,59461,80499
1385,1000110,2,골목상권,성수일로6길,588136,44407,149554,146840,100966,75927,70443
1386,1000109,2,골목상권,성수이로7길,461759,27486,113519,118655,81394,63130,57574
1387,1000108,2,골목상권,성수이로18길,360525,22844,83621,82927,65230,58927,46978
1388,1000107,2,골목상권,성덕정길,430212,54909,63350,78900,69299,73920,89834
1389,1000106,2,골목상권,성덕정17길,813622,91702,106097,143414,131817,158223,182369
1390,1000105,2,골목상권,서울숲2길,1292764,151465,269989,283847,208266,164833,214366
1391,1000104,2,골목상권,상원길,569768,68121,98184,122190,112605,76876,91792
1392,1000103,2,골목상권,상원12길,601740,65123,100132,121917,106052,88227,120292
1393,1000102,2,골목상권,사근동길,446544,77642,190168,45288,36241,33320,63886
1394,1000101,2,골목상권,무학봉길,667934,118867,96490,106796,110148,99141,136493
1395,1000100,2,골목상권,무학봉28길,265711,30020,55048,40455,38508,43642,58038
1396,1000099,2,골목상권,무학로6길,726538,87618,133181,123283,113076,124400,144978
1397,1000098,2,골목상권,무수막길,705033,123655,75156,114210,117859,103122,171030
1398,1000097,2,골목상권,매봉길,317402,48849,34408,64939,55956,41323,71927
1399,1000096,2,골목상권,마조로1길,625058,91999,279176,84708,49815,49529,69832
1400,1000095,2,골목상권,마조로16길,497999,69068,82789,75615,70354,72353,127821
1401,1000094,2,골목상권,마장로39길,237704,35028,28562,40476,40927,36259,56452
1402,1000093,2,골목상권,마장로27길,281104,27929,44015,49933,44885,50597,63745
1403,1000092,2,골목상권,뚝섬로5길,361949,42699,68476,90726,65562,46414,48071
1404,1000091,2,골목상권,둘레9길,561149,67721,75323,90538,87506,109253,130808
1405,1000090,2,골목상권,금호산길,771874,129967,90866,126475,121186,116515,186866
1406,1000089,2,골목상권,금호산2길,563133,99692,59314,94874,95994,85773,127487
1407,1000088,2,골목상권,고산자로6길,801515,141199,142586,129485,126367,110367,151511
1408,1000087,2,골목상권,후암로28길,1054053,167642,144675,192012,182985,141518,225222
1409,1000086,2,골목상권,효창원로39길,698328,95763,95576,121775,110817,103304,171093
1410,1000085,2,골목상권,회나무로13길,338735,25104,56748,80952,64463,38470,72998
1411,1000084,2,골목상권,한남대로20길,219713,19804,32151,55003,44314,30852,37589
1412,1000083,2,골목상권,한강대로88길,63150,5757,11614,9973,10455,10379,14972
1413,1000082,2,골목상권,한강대로7길,600233,61537,100485,127613,109550,85977,115072
1414,1000081,2,골목상권,한강대로62길,151284,8703,28752,35367,29279,21728,27454
1415,1000080,2,골목상권,한강대로52길,361495,20655,74610,92819,74465,50828,48119
1416,1000079,2,골목상권,한강대로43길,468803,28782,89813,127597,97241,65139,60231
1417,1000078,2,골목상권,한강대로15길,405215,39285,67534,86071,75492,56959,79875
1418,1000077,2,골목상권,한강대로104길,529960,42556,86777,107450,95320,85055,112801
1419,1000076,2,골목상권,청파로73길,554875,55015,96204,113192,92078,87820,110566
1420,1000075,2,골목상권,청파로71길,984017,122192,175013,184612,149763,159102,193335
1421,1000074,2,골목상권,청파로47나길,411378,43944,110071,80038,58673,48292,70361
1422,1000073,2,골목상권,청파로47길,1005609,150857,299633,158304,135935,103780,157099
1423,1000072,2,골목상권,장문로45길,442788,35145,73858,88802,73663,68337,102982
1424,1000071,2,골목상권,이태원로54길,389150,24245,86218,109779,70572,46492,51843
1425,1000070,2,골목상권,이태원로27길,279316,17589,68911,63221,45369,34264,49962
1426,1000069,2,골목상권,이촌로22길,310978,43750,29731,48091,48609,43539,97258
1427,1000068,2,골목상권,원효로89길,718306,98659,144831,157057,118999,93846,104914
1428,1000067,2,골목상권,원효로53길,524604,50044,79747,115111,81868,72554,125281
1429,1000066,2,골목상권,원효로41길,247864,33493,35346,42801,44154,34950,57119
1430,1000065,2,골목상권,원효로19길,571015,86452,75939,97893,94402,87528,128801
1431,1000064,2,골목상권,우사단로4길,663976,48708,128392,141340,113906,90044,141584
1432,1000063,2,골목상권,우사단로14길,340082,20027,64241,89485,68439,45765,52129
1433,1000062,2,골목상권,우사단로10길,559294,39877,94812,142013,104868,72893,104833
1434,1000061,2,골목상권,신흥로20길,565025,73868,90246,107310,85810,75154,132637
1435,1000060,2,골목상권,소월로20길,1071642,122133,169522,232917,170999,119220,256852
1436,1000059,2,골목상권,서빙고로71길,413446,59768,52958,64029,78735,59479,98475
1437,1000058,2,골목상권,백범로90길,1084941,102990,177182,290093,199650,147357,167669
1438,1000057,2,골목상권,백범로79길,1262163,219510,189208,249561,197539,165037,241310
1439,1000056,2,골목상권,두텁바위로1길,436433,49470,68230,67930,73171,69519,108114
1440,1000055,2,골목상권,대사관로34길,283735,17273,48522,68153,53053,38334,58400
1441,1000054,2,골목상권,녹사평대로46길,316584,27855,57389,75011,56882,38298,61150
1442,1000053,2,골목상권,녹사평대로40나길,327868,25940,66462,75736,58510,40683,60537
1443,1000052,2,골목상권,녹사평대로32길,264966,13157,70824,60303,39145,34122,47415
1444,1000051,2,골목상권,녹사평대로26길,202292,13803,43133,44475,34225,29380,37275
1445,1000050,2,골목상권,녹사평대로11길,49722,7347,6227,8104,9538,7959,10547
1446,1000049,2,골목상권,퇴계로90길,868286,103252,128508,134475,142617,155540,203895
1447,1000048,2,골목상권,퇴계로8길,232714,11198,28442,46823,48450,40231,57571
1448,1000047,2,골목상권,퇴계로56길,478923,20881,92150,92458,91027,78115,104293
1449,1000046,2,골목상권,퇴계로46길,220939,19692,63989,39079,33754,31928,32498
1450,1000045,2,골목상권,퇴계로18길,152274,19722,24511,30451,26862,21598,29128
1451,1000044,2,골목상권,퇴계로12길,147419,11437,19120,30695,31459,22801,31905
1452,1000043,2,골목상권,청구로1길,833799,124707,111211,136418,124608,133435,203419
1453,1000042,2,골목상권,청구로17길,529170,61108,93800,94874,85628,83424,110337
1454,1000041,2,골목상권,장충단로8길,388100,24219,70372,75433,64961,60196,92919
1455,1000040,2,골목상권,삼일대로4길,231524,7168,45011,58314,52688,36544,31799
1456,1000039,2,골목상권,명동길,111042,3567,21821,29212,25564,16653,14225
1457,1000038,2,골목상권,동호로8길,191013,27786,27023,31845,28550,25961,49850
1458,1000037,2,골목상권,동호로20길,523772,54341,96874,99162,82914,79359,111123
1459,1000036,2,골목상권,동호로15길,311302,34044,53224,62650,54406,40088,66891
1460,1000035,2,골목상권,동호로11길,698427,91556,96767,113490,108515,95703,192398
1461,1000034,2,골목상권,동호로10길,1057366,152567,153652,177921,160650,165831,246745
1462,1000033,2,골목상권,다산로39길,711372,51590,122845,130633,114832,134255,157216
1463,1000032,2,골목상권,다산로38길,644301,61240,98018,105241,103212,127130,149461
1464,1000031,2,골목상권,다산로36길,782451,110717,98412,118273,124785,139310,190953
1465,1000030,2,골목상권,다산로33길,1444283,132531,240614,236981,219503,271725,342927
1466,1000029,2,골목상권,난계로21길,473068,62804,74722,109451,73268,60194,92629
1467,1000028,2,골목상권,난계로11길,1375558,148871,264823,288086,205656,199355,268770
1468,1000027,2,골목상권,필운대로1길,166912,27556,22118,25889,29940,25127,36282
1469,1000026,2,골목상권,평창길,20879,4454,529,2133,3406,4457,5900
1470,1000025,2,골목상권,통일로12길,537195,122927,64925,61861,87907,75559,124014
1471,1000024,2,골목상권,창신길,1242166,135075,190487,156684,161207,258331,340382
1472,1000023,2,골목상권,창신5길,696352,51909,104816,82178,82940,152802,221706
1473,1000022,2,골목상권,창신2길,462937,31276,65171,49314,57665,116118,143393
1474,1000021,2,골목상권,창경궁로35길,247172,46479,50008,32073,38601,33035,46975
1475,1000020,2,골목상권,지봉로8길,1067014,109963,153820,157060,163372,211066,271732
1476,1000019,2,골목상권,종로65길,1030983,99599,149295,157541,166088,195785,262675
1477,1000018,2,골목상권,종로58가길,536280,25553,93924,98832,95493,90293,132186
1478,1000017,2,골목상권,종로24길,82750,2154,10918,12036,14669,17010,25967
1479,1000016,2,골목상권,자하문로7길,400703,53103,62001,70885,70423,56662,87628
1480,1000015,2,골목상권,이화장길,414793,45643,82950,72559,64054,64118,85470
1481,1000014,2,골목상권,율곡로16길,172281,14923,29766,28509,27528,31311,40244
1482,1000013,2,골목상권,율곡로10길,173803,8345,30728,32532,34155,31591,36453
1483,1000012,2,골목상권,옥인길,591510,118955,73347,85083,109633,83825,120668
1484,1000011,2,골목상권,숭인동길,530597,67693,69146,77498,79717,95432,141112
1485,1000010,2,골목상권,성균관로5길,427205,58353,168357,49470,49815,44582,56629
1486,1000009,2,골목상권,삼청로5길,28614,2782,5031,5423,5337,4189,5854
1487,1000008,2,골목상권,북촌로5나길,88947,13403,15806,15682,15123,13060,15872
1488,1000007,2,골목상권,북촌로5길,128077,13629,18913,24028,24477,19085,27945
1489,1000006,2,골목상권,북촌로11길,124660,17413,17989,23667,24579,19018,21993
1490,1000005,2,골목상권,백석동길,172958,24354,20476,21708,32118,28126,46176
1491,1000004,2,골목상권,명륜길,641765,94805,243889,64677,68359,61600,108437
1492,1000003,2,골목상권,돈화문로11가길,185500,11371,37361,37697,34193,29296,35583
1493,1000002,2,골목상권,난계로27길,324360,18916,60967,60880,51410,53621,78564
1494,1000001,2,골목상권,계동길,302793,46682,41312,54853,61092,45790,53065
1495,1001496,1,관광특구,강남 마이스 관광특구,88025,5063,18782,25537,19251,10641,8750
1496,1001495,1,관광특구,잠실 관광특구,2941031,261126,648879,706733,481139,377465,465687
1497,1001494,1,관광특구,종로?청계 관광특구,3556483,94895,570761,683932,681617,678300,846979
1498,1001493,1,관광특구,동대문패션타운 관광특구,2938219,95286,549776,774024,585594,436125,497414
1499,1001492,1,관광특구,명동 남대문 북창동 다동 무교동 관광특구,3409654,77920,599597,898267,799906,544553,489410
1500,1001491,1,관광특구,이태원 관광특구,1498299,86377,342230,354913,247846,200075,266860
1501,1001490,1,전통시장,길동복조리시장,862169,142370,96072,117150,131790,137303,237484
1502,1001489,1,전통시장,둔촌역전통시장,253113,38975,31841,34017,39697,42604,65979
1503,1001488,1,전통시장,성내골목시장,631492,99247,73906,98846,100341,94166,164985
1504,1001487,1,전통시장,천호시장,89965,7652,15636,15534,14201,15363,21580
1505,1001486,1,전통시장,동서울시장,66971,6272,9797,11553,10026,10939,18384
1506,1001485,1,전통시장,고분다리골목시장,117802,19885,14261,16042,17372,19641,30602
1507,1001484,1,전통시장,양지골목시장,82306,21581,8320,12660,13973,11108,14662
1508,1001483,1,전통시장,암사종합시장,307299,38890,41090,51749,45401,49180,80988
1509,1001482,1,전통시장,고덕전통시장,279187,47224,28256,49478,51448,41126,61654
1510,1001481,1,전통시장,명일골목시장,191821,33853,20334,25656,31367,30009,50601
1511,1001480,1,전통시장,새마을시장,785541,122560,122373,137944,137705,108806,156153
1512,1001479,1,전통시장,석촌시장,406630,58917,54651,80895,69078,61822,81267
1513,1001478,1,전통시장,방이시장,998948,135245,154809,205891,161363,134845,206796
1514,1001477,1,전통시장,마천시장,372439,50759,38337,46240,55663,64851,116589
1515,1001476,1,전통시장,풍납시장,682809,100378,73998,98126,100506,111813,197988
1516,1001475,1,전통시장,강남개포시장,40944,8785,4103,4527,7252,6446,9833
1517,1001474,1,전통시장,도곡시장,279431,90053,23989,26365,68285,36523,34216
1518,1001473,1,전통시장,청담삼익시장,33075,3129,5003,7806,6675,4948,5514
1519,1001472,1,전통시장,논현종합시장,37483,2779,7446,10327,7414,4224,5293
1520,1001471,1,전통시장,영동전통시장,383907,19060,88183,95298,73820,47900,59646
1521,1001470,1,전통시장,강남시장_강남,38648,2737,9827,9562,7157,4819,4546
1522,1001469,1,전통시장,양재시장,49491,4706,7729,12093,9438,6081,9443
1523,1001468,1,전통시장,남부종합시장,71317,13521,8439,9557,14048,10312,15440
1524,1001467,1,전통시장,우림시장,50550,6731,6588,7436,7694,7984,14117
1525,1001466,1,전통시장,미성동도깨비시장,239561,41771,32108,33781,38554,35546,57801
1526,1001465,1,전통시장,신신림시장,51616,4117,12581,8912,7212,6550,12246
1527,1001464,1,전통시장,삼성동시장,247243,19763,60131,42782,34389,31989,58190
1528,1001463,1,전통시장,신림중앙시장,57525,6075,13208,11066,8068,7459,11651
1529,1001462,1,전통시장,강남골목시장,213563,13187,44810,49394,35650,31639,38883
1530,1001461,1,전통시장,신림종합시장,38506,3359,8090,7644,5122,5243,9047
1531,1001460,1,전통시장,관악신사시장,486169,40536,110712,99527,61049,65574,108771
1532,1001459,1,전통시장,신원시장,1027492,63427,292794,211716,133221,127476,198858
1533,1001458,1,전통시장,인헌시장,339220,34029,70257,68663,45673,45064,75534
1534,1001457,1,전통시장,봉천중앙시장,58244,5686,12849,10587,7983,7525,13615
1535,1001456,1,전통시장,봉천현대시장,74435,12941,9444,13443,12276,8824,17509
1536,1001455,1,전통시장,봉일시장,126591,15400,23284,22371,19050,17318,29168
1537,1001454,1,전통시장,봉천제일종합시장,85201,7736,23670,16150,10172,10406,17069
1538,1001453,1,전통시장,낙성대시장,192756,20674,56815,37868,24560,20615,32227
1539,1001452,1,전통시장,중부시장,258125,36152,43574,40712,38949,32934,65805
1540,1001451,1,전통시장,사당시장,39670,3912,7299,7162,6694,5134,9470
1541,1001450,1,전통시장,남성역골목시장,352273,40921,54643,60599,58386,48711,89010
1542,1001449,1,전통시장,남성사계시장,715112,116160,91771,101240,102165,113761,190013
1543,1001448,1,전통시장,흑석시장,319289,34603,56841,47850,46971,47607,85420
1544,1001447,1,전통시장,상도4동도깨비골목시장,438462,55202,67976,75075,61228,63421,115558
1545,1001446,1,전통시장,성대시장,64203,7388,10617,10417,9556,9297,16929
1546,1001445,1,전통시장,영도시장,35085,5304,5018,5587,5791,4924,8460
1547,1001444,1,전통시장,상도전통시장,530258,75242,96776,70511,66250,75796,145683
1548,1001443,1,전통시장,강남시장_동작,47313,7625,9925,6334,6198,6215,11017
1549,1001442,1,전통시장,신노량진시장,26142,1925,4044,4556,3687,4347,7581
1550,1001441,1,전통시장,본동인정시장,161469,19175,27169,30797,24596,23651,36078
1551,1001440,1,전통시장,노량진중앙시장,155621,8657,63409,35717,15097,12483,20258
1552,1001439,1,전통시장,대림중앙시장,126807,8554,12179,19917,21405,29471,35280
1553,1001438,1,전통시장,우리시장,303452,32441,34979,50736,46251,48388,90658
1554,1001437,1,전통시장,영진시장A동,69463,11244,9030,12467,11385,10702,14637
1555,1001436,1,전통시장,사러가시장,96738,12715,11724,14923,16758,16664,23954
1556,1001435,1,전통시장,대신시장,104649,13551,13346,16341,16137,16525,28749
1557,1001434,1,전통시장,양남시장,29688,2440,4784,6867,5948,4514,5135
1558,1001433,1,전통시장,영일시장,332161,27380,70958,76848,60334,46782,49859
1559,1001432,1,전통시장,도림시장,22299,2186,3338,4128,3819,3607,5222
1560,1001431,1,전통시장,영등포청과시장,149391,19281,21441,28658,24117,21852,34041
1561,1001430,1,전통시장,영등포전통시장,1038599,51437,258386,222349,149599,162883,193946
1562,1001429,1,전통시장,은행나무시장,136616,19663,15326,18125,20571,22474,40457
1563,1001428,1,전통시장,박미시장,20729,2527,2360,3575,3532,3566,5169
1564,1001427,1,전통시장,현대시장,622675,63912,80020,88037,94959,110430,185316
1565,1001426,1,전통시장,대명시장,23823,2650,3397,3368,3635,4233,6539
1566,1001425,1,전통시장,푸른터시장,74002,7284,11519,15491,11885,12946,14877
1567,1001424,1,전통시장,남문시장,276444,22597,37565,47339,43572,53667,71706
1568,1001423,1,전통시장,독산동 우시장,124533,11575,20910,26415,21095,21292,23246
1569,1001422,1,전통시장,오류시장,57577,5553,12823,11750,7892,8057,11500
1570,1001421,1,전통시장,개봉중앙시장,59468,10475,7963,8206,8852,9674,14297
1571,1001420,1,전통시장,고척근린시장,161994,23422,17797,18836,24663,28255,49019
1572,1001419,1,전통시장,가리봉시장,151338,3655,27987,30648,29274,29811,29963
1573,1001418,1,전통시장,남구로시장,533212,39900,49438,73185,95080,102121,173488
1574,1001417,1,전통시장,구로시장,68542,6966,8834,11963,12657,11294,16827
1575,1001416,1,전통시장,공항시장,59156,4755,12595,12299,8800,8608,12100
1576,1001415,1,전통시장,방신전통시장,247023,36561,25731,39538,34659,40209,70324
1577,1001414,1,전통시장,송화골목시장,194663,52211,19983,22906,34738,24523,40303
1578,1001413,1,전통시장,까치산시장,1200228,132626,198337,226782,188600,168228,285655
1579,1001412,1,전통시장,화곡본동시장,172093,25846,24459,30255,26978,23303,41252
1580,1001411,1,전통시장,남부골목시장,414964,57344,47574,65459,65210,63391,115986
1581,1001410,1,전통시장,대원종합시장,45123,6906,5588,6715,6969,6934,12012
1582,1001409,1,전통시장,화곡중앙골목시장,224023,37159,26315,34075,32990,32810,60675
1583,1001408,1,전통시장,신월중앙시장,30893,4211,5032,5845,5372,4348,6082
1584,1001407,1,전통시장,등마루시장,36689,5491,5661,8121,5996,4392,7027
1585,1001406,1,전통시장,신정3동골목시장,208425,38293,21983,23768,35804,36144,52435
1586,1001405,1,전통시장,신정2동골목시장,233019,50255,30173,25735,36745,38055,52059
1587,1001404,1,전통시장,신정제일시장,22831,3674,2964,3096,3891,3804,5404
1588,1001403,1,전통시장,신월7동골목시장,61100,7981,6481,6912,9696,10239,19792
1589,1001402,1,전통시장,신월6동골목시장,64610,9911,7113,10367,9858,10719,16642
1590,1001401,1,전통시장,신곡종합시장,109515,18868,12199,19357,17506,16435,25149
1591,1001400,1,전통시장,신월3동골목시장,166112,23483,17393,21263,23487,29344,51141
1592,1001399,1,전통시장,경창시장,114629,24209,10474,15407,17926,15976,30638
1593,1001398,1,전통시장,월정로시장,197290,24432,19320,24268,29038,35130,65104
1594,1001397,1,전통시장,신영시장,257158,32277,26016,33249,36535,42622,86462
1595,1001396,1,전통시장,목4동시장,282765,67800,34125,33394,45905,44451,57090
1596,1001395,1,전통시장,목3동시장,411393,50819,63347,81240,64747,58022,93219
1597,1001394,1,전통시장,목2동시장,347618,35139,59146,78289,51758,47921,75364
1598,1001393,1,전통시장,마포농수산물시장,7793,781,845,1264,1462,1208,2232
1599,1001392,1,전통시장,동진시장,46476,3700,14816,10114,6434,4705,6708
1600,1001391,1,전통시장,망원월드컵시장,322878,49228,53196,59291,59050,38817,63296
1601,1001390,1,전통시장,망원시장,340172,41551,60191,70800,52596,38354,76680
1602,1001389,1,전통시장,합정시장,72220,4743,18355,17917,11711,9528,9967
1603,1001388,1,전통시장,영진시장,38932,3376,9155,9166,6549,4815,5871
1604,1001387,1,전통시장,서교시장,71734,9016,27526,12582,9081,6541,6989
1605,1001386,1,전통시장,신수시장,36567,6081,5013,5889,6485,5711,7390
1606,1001385,1,전통시장,아현시장,312815,52163,40543,54219,48464,48760,68664
1607,1001384,1,전통시장,마포시장,25987,2305,4456,5619,4967,4278,4362
1608,1001383,1,전통시장,공덕시장,29220,2721,4930,6365,5514,4829,4861
1609,1001382,1,전통시장,백련시장,51782,6502,9067,7388,8137,7411,13277
1610,1001381,1,전통시장,모래내시장,90473,20862,10728,13282,15560,11699,18342
1611,1001380,1,전통시장,포방터시장,178266,31787,19298,17895,24259,28598,56427
1612,1001379,1,전통시장,인왕시장,126398,15686,15381,14793,17372,21465,41700
1613,1001378,1,전통시장,아현가구거리상점가,204316,21912,28873,42762,40191,31361,39218
1614,1001377,1,전통시장,영천시장,298637,40083,35471,47484,54576,47315,73709
1615,1001376,1,전통시장,수일시장,44527,4028,4963,7647,7632,7990,12268
1616,1001375,1,전통시장,증산종합시장,13769,1938,1763,1987,1941,2351,3788
1617,1001374,1,전통시장,대림골목시장,242612,25720,32270,34742,37068,40985,71826
1618,1001373,1,전통시장,신응암시장,96905,18208,9392,17682,17976,12391,21257
1619,1001372,1,전통시장,녹번시장,39379,7178,4877,6583,6080,5866,8796
1620,1001371,1,전통시장,대조시장,49445,4218,7060,8362,7377,8765,13662
1621,1001370,1,전통시장,역촌중앙시장,53908,8017,7892,7030,8662,7981,14326
1622,1001369,1,전통시장,갈현시장,62237,7058,9816,9724,9187,9641,16811
1623,1001368,1,전통시장,연서시장,70749,6280,11414,9757,10174,12112,21010
1624,1001367,1,전통시장,상계중앙시장,1013411,144853,123660,105928,143477,176711,318784
1625,1001366,1,전통시장,상계시장,45468,7326,4678,5200,6431,7163,14670
1626,1001365,1,전통시장,공릉동도깨비시장,376577,38097,79910,53804,50026,57750,96989
1627,1001364,1,전통시장,방학동도깨비시장,229337,29377,24403,26577,35007,40546,73427
1628,1001363,1,전통시장,쌍문역골목시장,139163,13178,22282,22495,19618,22580,39011
1629,1001362,1,전통시장,백운시장,77329,9613,9832,10044,12101,11210,24528
1630,1001361,1,전통시장,신도봉시장,29864,3755,3249,3390,4080,5074,10317
1631,1001360,1,전통시장,창동골목시장,317761,38445,38301,37191,49074,58324,96426
1632,1001359,1,전통시장,창동신창시장,501382,85749,61631,66617,73470,88526,125389
1633,1001358,1,전통시장,수유북부시장,25989,5090,3427,3341,3241,3760,7131
1634,1001357,1,전통시장,장미원골목시장,506190,74635,65597,69468,71544,75490,149456
1635,1001356,1,전통시장,수유중앙시장,32897,3788,6230,4453,5038,5619,7772
1636,1001355,1,전통시장,강북종합시장,303345,27854,55601,42737,44237,49659,83256
1637,1001354,1,전통시장,우이시장,424884,71033,47984,47239,59743,65348,133538
1638,1001353,1,전통시장,수유전통시장,245017,26229,35355,28518,30597,44982,79337
1639,1001352,1,전통시장,번동북부골목시장,270664,27574,43637,40257,45146,42456,71594
1640,1001351,1,전통시장,솔샘시장,130734,19963,12282,15988,20831,21408,40260
1641,1001350,1,전통시장,숭인시장,34021,4070,5142,4737,5469,5684,8919
1642,1001349,1,전통시장,방천골목시장,530823,71295,79617,65372,80304,88783,145451
1643,1001348,1,전통시장,동북시장,42424,5896,4072,5146,6258,7008,14044
1644,1001347,1,전통시장,석관황금시장,499561,85972,67766,63563,66734,75651,139874
1645,1001346,1,전통시장,석관시장,41214,7161,4945,4680,5929,6271,12229
1646,1001345,1,전통시장,새석관시장,46263,5879,6704,7007,7136,6768,12771
1647,1001344,1,전통시장,번동시장,16396,3642,1564,2306,2861,2285,3738
1648,1001343,1,전통시장,장위전통시장,287433,46085,33165,31036,38205,47642,91301
1649,1001342,1,전통시장,밤나무골시장,53460,11163,5650,6092,8173,7728,14654
1650,1001341,1,전통시장,길음시장,123801,22472,14466,16867,21475,19128,29393
1651,1001340,1,전통시장,정릉시장,290555,35305,61308,37869,38862,40202,77008
1652,1001339,1,전통시장,정릉아리랑시장,173424,33452,20713,23776,28806,24191,42484
1653,1001338,1,전통시장,돈암제일시장,634891,87117,151496,96641,88348,84429,126860
1654,1001337,1,전통시장,유영시장,34830,4771,4576,4896,5015,6443,9130
1655,1001336,1,전통시장,우림골목시장,1099524,130137,154179,171777,166002,192304,285127
1656,1001335,1,전통시장,묵1동도깨비시장,224027,36917,33130,35050,36226,32504,50199
1657,1001334,1,전통시장,태능시장,331146,41585,40063,40053,45768,61532,102146
1658,1001333,1,전통시장,중화제일시장,353170,36580,46824,59080,49237,60783,100665
1659,1001332,1,전통시장,사가정시장,571037,59665,88339,86882,87953,101349,146848
1660,1001331,1,전통시장,면목골목시장,518276,76085,60840,70169,78504,88185,144492
1661,1001330,1,전통시장,동원시장,878202,98562,115305,133065,120657,161098,249514
1662,1001329,1,전통시장,동부골목시장,590433,64009,84601,86601,92219,105226,157778
1663,1001328,1,전통시장,이문제일시장,35233,6611,5488,4458,5577,4437,8663
1664,1001327,1,전통시장,이경시장,46907,5764,6179,6172,7197,7775,13819
1665,1001326,1,전통시장,회기시장,225512,26585,95900,30885,21299,19029,31815
