,상권코드,분기,상권구분,상권명,총생활인구수,10대생활인구,20대생활인구,30대생활인구,40대생활인구,50대생활인구,60대이상생활인구
94,1001402,2,전통시장,신월6동골목시장,60195,9265,6357,9459,9237,9875,16002
95,1001401,2,전통시장,신곡종합시장,113940,20114,12155,20054,18677,16787,26156
96,1001400,2,전통시장,신월3동골목시장,177067,25568,18087,23111,25348,30348,54605
97,1001399,2,전통시장,경창시장,90617,18516,8445,12354,14449,12032,24822
98,1001398,2,전통시장,월정로시장,172710,21917,15765,23115,25659,29874,56382
99,1001397,2,전통시장,신영시장,229004,27501,22724,31363,33179,36659,77577
100,1001396,2,전통시장,목4동시장,275768,72002,32172,32157,42801,42116,54522
101,1001395,2,전통시장,목3동시장,393645,47958,60655,77081,62032,57042,88876
102,1001394,2,전통시장,목2동시장,332379,35845,57110,74518,49746,45038,70121
103,1001393,2,전통시장,마포농수산물시장,8886,1062,1066,1458,1638,1406,2256
104,1001392,2,전통시장,동진시장,48811,3681,16188,10675,6554,5109,6606
105,1001391,2,전통시장,망원월드컵시장,313275,45357,52010,59149,56622,38765,61372
106,1001390,2,전통시장,망원시장,326472,35938,59642,69626,51632,37490,72144
107,1001389,2,전통시장,합정시장,74052,5446,19552,18236,12004,9300,9516
108,1001388,2,전통시장,영진시장,40608,3337,9594,9975,6765,5069,5865
109,1001387,2,전통시장,서교시장,81776,9957,32524,14754,9937,7161,7439
110,1001386,2,전통시장,신수시장,33885,5555,4606,5410,5691,5405,7220
111,1001385,2,전통시장,아현시장,312968,57910,39277,52546,47714,46828,68692
112,1001384,2,전통시장,마포시장,26835,2366,4670,5727,5144,4500,4428
113,1001383,2,전통시장,공덕시장,30518,2841,5195,6586,5754,5113,5027
114,1001382,2,전통시장,백련시장,53363,6507,9492,7954,8205,7754,13450
115,1001381,2,전통시장,모래내시장,75801,16592,8981,11693,13435,9907,15193
116,1001380,2,전통시장,포방터시장,174916,29939,19395,17583,23098,28794,56106
117,1001379,2,전통시장,인왕시장,126401,16222,15568,14811,16950,21231,41620
118,1001378,2,전통시장,아현가구거리상점가,207356,24318,29540,43103,41055,31318,38024
119,1001377,2,전통시장,영천시장,303354,45548,36013,46263,54318,48262,72952
120,1001376,2,전통시장,수일시장,47236,4195,5381,7809,7690,8538,13622
121,1001375,2,전통시장,증산종합시장,13724,2213,1650,1946,2040,2272,3603
122,1001374,2,전통시장,대림골목시장,238959,26345,30845,33736,36733,40478,70820
123,1001373,2,전통시장,신응암시장,88878,14784,9109,16342,17015,11752,19876
124,1001372,2,전통시장,녹번시장,40562,7631,4856,6465,6604,6030,8978
125,1001371,2,전통시장,대조시장,48486,3944,7094,8286,7004,8606,13550
126,1001370,2,전통시장,역촌중앙시장,49530,7344,7186,6611,7956,7443,12989
127,1001369,2,전통시장,갈현시장,58584,6374,9481,8853,8567,9532,15779
128,1001368,2,전통시장,연서시장,72394,6699,11639,10059,10148,12203,21648
129,1001367,2,전통시장,상계중앙시장,987232,135283,119795,103176,138979,174607,315391
130,1001366,2,전통시장,상계시장,43238,6953,4174,4974,6110,6828,14199
131,1001365,2,전통시장,공릉동도깨비시장,377267,38203,79447,53294,49381,58553,98390
132,1001364,2,전통시장,방학동도깨비시장,229636,29944,23563,27020,34304,41144,73661
133,1001363,2,전통시장,쌍문역골목시장,139354,14893,22400,21867,19262,21977,38954
134,1001362,2,전통시장,백운시장,72192,8948,9166,9364,11178,10706,22831
135,1001361,2,전통시장,신도봉시장,29042,3338,3113,3187,4015,5109,10280
136,1001360,2,전통시장,창동골목시장,294409,32494,36263,34879,44239,54316,92220
137,1001359,2,전통시장,창동신창시장,454115,73946,58385,60570,66229,79446,115538
138,1001358,2,전통시장,수유북부시장,25690,4847,3048,3172,3125,4012,7487
139,1001357,2,전통시장,장미원골목시장,488621,75082,62467,65624,69772,71856,143820
140,1001356,2,전통시장,수유중앙시장,31709,3137,6028,4437,4863,5573,7672
141,1001355,2,전통시장,강북종합시장,298238,28011,54139,42103,44356,49378,80252
142,1001354,2,전통시장,우이시장,406993,68654,46485,45860,56496,62901,126598
143,1001353,2,전통시장,수유전통시장,262769,28818,36138,30311,32659,48932,85910
144,1001352,2,전통시장,번동북부골목시장,264426,27406,42038,37945,43741,42838,70457
145,1001351,2,전통시장,솔샘시장,127680,19893,12032,15326,20545,20751,39132
146,1001350,2,전통시장,숭인시장,34461,4347,5208,4746,5424,5698,9040
147,1001349,2,전통시장,방천골목시장,610530,84888,93879,75506,93086,99657,163513
148,1001348,2,전통시장,동북시장,41053,5537,4102,4927,6216,6780,13490
149,1001347,2,전통시장,석관황금시장,478314,79756,66281,60574,65147,72587,133967
150,1001346,2,전통시장,석관시장,39059,6572,4852,4353,5622,6053,11605
151,1001345,2,전통시장,새석관시장,44898,5854,6555,6752,6721,6713,12302
152,1001344,2,전통시장,번동시장,18412,3929,1828,2800,3246,2525,4084
153,1001343,2,전통시장,장위전통시장,287543,44756,33902,32985,38125,46474,91301
154,1001342,2,전통시장,밤나무골시장,52440,10680,5532,6287,7877,7786,14280
155,1001341,2,전통시장,길음시장,117668,20932,13786,15809,21073,18250,27820
156,1001340,2,전통시장,정릉시장,302149,38358,68921,38242,38397,41195,77038
157,1001339,2,전통시장,정릉아리랑시장,173850,29959,22045,23765,29188,25242,43653
158,1001338,2,전통시장,돈암제일시장,663911,94002,161613,98472,92748,85180,131898
159,1001337,2,전통시장,유영시장,34272,5297,4454,4646,4869,6153,8853
160,1001336,2,전통시장,우림골목시장,1110467,126958,157325,173901,166752,195751,289781
161,1001335,2,전통시장,묵1동도깨비시장,232214,41909,33176,35367,37197,32422,52142
162,1001334,2,전통시장,태능시장,305452,35768,36321,37715,42177,57025,96444
163,1001333,2,전통시장,중화제일시장,375425,38973,49547,63936,50653,64022,108295
164,1001332,2,전통시장,사가정시장,562961,57389,87992,84545,86190,99347,147499
165,1001331,2,전통시장,면목골목시장,499147,71516,58172,66437,77179,83282,142561
166,1001330,2,전통시장,동원시장,845792,88697,112973,127160,119407,157169,240384
167,1001329,2,전통시장,동부골목시장,582305,61009,86675,85287,91650,102252,155433
168,1001328,2,전통시장,이문제일시장,34475,6502,5592,4216,5338,4271,8554
169,1001327,2,전통시장,이경시장,43714,5541,5632,5908,6953,6935,12745
170,1001326,2,전통시장,회기시장,245403,33662,105466,32102,21992,20076,32105
171,1001325,2,전통시장,청량리청과물시장,91688,3307,8420,10144,12588,17685,39543
172,1001324,2,전통시장,전곡시장,23578,4200,2625,3035,3692,3868,6159
173,1001323,2,전통시장,답십리시장,196794,32075,19380,28045,29608,32354,55333
174,1001322,2,전통시장,동부시장,48466,3948,7852,8631,7867,8294,11873
175,1001321,2,전통시장,답십리현대시장,250189,28650,30925,41804,42037,40320,66451
176,1001320,2,전통시장,전농로터리시장,127118,27935,18353,18102,19943,17173,25615
177,1001319,2,전통시장,청량리종합시장,102978,3360,8621,10834,13823,19917,46423
178,1001318,2,전통시장,청량리전통시장,81838,3385,6621,8248,11169,16019,36395
179,1001317,2,전통시장,청량리농수산물시장,30527,1309,2314,2945,4142,6013,13804
180,1001316,2,전통시장,서울약령시장,1013122,91702,140486,122735,133038,162609,362552
181,1001315,2,전통시장,동서시장,28411,1153,2162,2744,3850,5585,12917
182,1001314,2,전통시장,경동시장,79256,3202,7426,8597,10463,14876,34692
183,1001313,2,전통시장,청량리수산시장,77711,3336,8482,9450,10826,14414,31205
184,1001312,2,전통시장,용두시장,40241,3317,8158,7098,5932,6615,9120
185,1001311,2,전통시장,동부청과시장,17457,1245,2022,2296,2353,3024,6519
186,1001310,2,전통시장,구의시장,11792,1899,1922,2025,2010,1824,2113
187,1001309,2,전통시장,조양시장,38729,3344,11863,6379,4731,5864,6548
188,1001308,2,전통시장,영동교골목시장,448047,33991,73701,65868,63999,86369,124120
189,1001307,2,전통시장,능동로골목시장,167777,17876,26003,26372,27550,29232,40745
190,1001306,2,전통시장,노룬산골목시장,166686,13613,24893,22039,24903,33452,47787
191,1001305,2,전통시장,자양종합시장,61663,12060,8012,10993,10140,8595,11865
192,1001304,2,전통시장,자양골목시장,817576,86801,143535,136320,124663,134980,191276
193,1001303,2,전통시장,신성골목시장,51225,7357,6373,7457,7195,8978,13866
194,1001302,2,전통시장,면곡골목시장,110159,11643,14771,17956,17949,21553,26287
195,1001301,2,전통시장,중곡제일시장,242582,31185,32524,42399,36676,40652,59145
196,1001300,2,전통시장,화양제일골목시장,229405,19305,102599,40278,22493,19458,25272
197,1001299,2,전통시장,한아름시장,63992,4933,28494,11380,6443,5560,7182
198,1001298,2,전통시장,성동용답상가시장,503148,53763,93786,68373,77711,81997,127515
199,1001297,2,전통시장,뚝도시장,134377,16758,18352,24418,21459,25467,27923
200,1001296,2,전통시장,금남시장,120768,19863,12399,18706,19688,18902,31207
201,1001295,2,전통시장,행당시장,446918,51705,84709,79616,74343,67623,88922
202,1001294,2,전통시장,마장축산물시장,239865,33138,29631,39477,41183,38715,57722
203,1001293,2,전통시장,보광시장,27028,2980,4311,5081,4704,4162,5791
204,1001292,2,전통시장,이태원제일시장,46924,3847,9304,11458,7895,5272,9148
205,1001291,2,전통시장,이태원시장,27644,1998,6076,6157,4836,3866,4712
206,1001290,2,전통시장,이촌종합시장,72107,14950,6916,10992,13476,10196,15580
207,1001289,2,전통시장,용문전통시장,376659,35974,54102,73133,59282,55484,98684
208,1001288,2,전통시장,만리시장,46178,6612,6259,8286,7592,8175,9255
209,1001287,2,전통시장,신흥시장,71202,8778,11095,13760,10975,8408,18188
210,1001286,2,전통시장,후암시장,58115,5644,8086,10757,10106,9685,13838
211,1001285,2,전통시장,합동(새벽)시장,42214,2927,5595,9581,9397,7081,7634
212,1001284,2,전통시장,서울중앙시장,777979,65363,106574,132043,111694,136807,225496
213,1001283,2,전통시장,백학시장,319516,35279,44842,47050,52263,62792,77291
214,1001282,2,전통시장,약수시장,504119,57867,71593,82279,77397,73010,141971
215,1001281,2,전통시장,청평화시장,61715,2377,10632,16338,12896,9139,10331
216,1001280,2,전통시장,제일평화시장,69482,1832,12035,18901,14923,10637,11153
217,1001279,2,전통시장,동평화시장,156530,3742,26720,42762,33802,24122,25382
218,1001277,2,전통시장,방산종합시장,601374,13670,62557,106199,125851,129767,163332
219,1001276,2,전통시장,평화시장,35345,1679,6695,8771,7069,5365,5765
220,1001275,2,전통시장,인현시장,106108,6935,15510,17796,21821,21266,22781
221,1001274,2,전통시장,신중부시장,764689,30576,124707,144648,151952,147111,165697
222,1001273,2,전통시장,남대문시장,918116,22677,122806,204995,193879,163763,209994
223,1001272,2,전통시장,신설종합시장,41068,2463,6246,7369,6407,7109,11475
224,1001271,2,전통시장,동묘시장,562575,29892,96635,100338,93613,100229,141867
225,1001270,2,전통시장,창신골목시장,399816,24380,54939,43874,50318,96228,130078
226,1001269,2,전통시장,동문시장,51757,1309,6097,9585,9935,11069,13762
227,1001268,2,전통시장,충신시장,98563,7231,14733,14575,15815,19844,26365
228,1001267,2,전통시장,종로신진시장,290848,7109,36295,44088,50712,63650,88993
229,1001266,2,전통시장,동대문종합시장,136223,3624,17092,20685,23728,29704,41391
230,1001265,2,전통시장,광장시장,171117,4355,21186,24848,30650,35812,54268
231,1001264,2,전통시장,통인시장,209072,27230,32493,36650,37063,30211,45424
232,1001263,2,발달상권,서울 노원구 노원역_3,1221690,182803,267235,174482,173847,190448,232874
233,1001262,2,발달상권,서울 노원구 노원역_2,261838,37833,48313,35862,41014,45818,52997
234,1001261,2,발달상권,서울 노원구 노원역_1,1374787,294156,183389,193507,208366,209142,286229
235,1001260,2,발달상권,창동역,417291,55406,62393,55725,65022,70768,107976
236,1001259,2,발달상권,서울 강북구 수유역_3,341464,25239,65872,50082,51771,59171,89329
237,1001258,2,발달상권,등나무근린공원 주변,96267,21993,11361,11098,15003,15185,21629
238,1001257,2,발달상권,서울 강북구 수유역_2,1728179,131105,423926,267941,266297,269347,369563
239,1001256,2,발달상권,서울 강북구 수유역_1,304585,21258,70066,48302,50015,49188,65758
240,1001255,2,발달상권,서울 은평구 연신내역_3,45782,4110,7882,6956,6905,7700,12230
241,1001254,2,발달상권,서울 은평구 연신내역_2,1518737,165931,310483,231311,218604,227074,365333
242,1001253,2,발달상권,서울 은평구 연신내역_1,647714,69092,122031,97550,87021,100697,171323
243,1001252,2,발달상권,서울 성북구 미아삼거리역_2,357572,45854,51575,47040,56016,58391,98698
244,1001251,2,발달상권,서울 강북구 미아삼거리역_1,609303,71315,102876,83956,94292,103524,153342
245,1001250,2,발달상권,서울 은평구 불광역_3,388049,27999,64443,63877,54344,68244,109141
246,1001249,2,발달상권,서울 은평구 불광역_2,525705,42697,76199,79135,74944,93262,159468
247,1001248,2,발달상권,서울 은평구 불광역_1,315242,21032,51088,52178,46754,59599,84594
248,1001247,2,발달상권,미아사거리_2,50005,7843,6029,7161,8777,8218,11977
249,1001246,2,발달상권,미아사거리_1,126424,21577,14870,17991,22460,18186,31337
250,1001245,2,발달상권,서울 성북구 성신여대입구역,1948723,292992,544122,300921,258877,225551,326259
251,1001244,2,발달상권,경희대학교,638218,69418,231808,84091,71016,64370,117514
252,1001243,2,발달상권,서울 성북구 안암역,270550,38765,119910,32341,23010,23560,32966
253,1001242,2,발달상권,혜화역 대학로_3,948510,122599,316319,149995,121918,106609,131069
254,1001241,2,발달상권,혜화역 대학로_2,393965,54841,148200,49405,46876,40983,53657
255,1001240,2,발달상권,혜화역 대학로_1,578467,65657,169175,105414,75582,67755,94885
256,1001239,2,발달상권,디지털미디어시티,294423,28166,63178,77421,68224,33798,23634
257,1001238,2,발달상권,서울 동대문구 청량리역,908001,57094,120208,115400,130792,162830,321678
258,1001237,2,발달상권,서울 종로구 경복궁역_2,99314,7350,17256,19777,18492,16014,20424
259,1001236,2,발달상권,서울 종로구 안국역_2,101784,11180,15639,20078,20642,15575,18669
260,1001235,2,발달상권,서울 종로구 안국역_1,85171,8820,12028,17957,17924,13676,14768
261,1001234,2,발달상권,서울 종로구 경복궁역_1,339720,31002,55969,64185,64079,55309,69178
262,1001233,2,발달상권,서울 종로구 종로3가역_3,230020,10922,40401,42480,44760,41776,49681
263,1001232,2,발달상권,서울 종로구 종로3가역_2,958988,36300,206085,153771,150589,147642,264599
264,1001231,2,발달상권,서울 동대문구 신설동역_2,265945,20587,50882,47153,42623,46133,58567
265,1001230,2,발달상권,인사동,558120,21836,104944,114549,108576,91161,117052
266,1001229,2,발달상권,서울 종로구 종로5가역_4,133697,13364,24795,25103,24091,21483,24863
267,1001228,2,발달상권,서울 종로구 종로5가역_3,598448,40123,90177,91804,98959,119918,157466
268,1001227,2,발달상권,종로구청,527411,20449,86651,128677,133862,88229,69543
269,1001226,2,발달상권,서울 종로구 종로5가역_2,854928,56787,162774,178301,155429,145041,156596
270,1001225,2,발달상권,신설동역,260414,13402,51180,45724,43222,47002,59885
271,1001224,2,발달상권,서울 동대문구 신설동역_1,145128,7873,28326,26297,24521,24607,33504
272,1001223,2,발달상권,서울 종로구 광화문역_2,889626,55292,126041,206907,194469,140396,166519
273,1001222,2,발달상권,동묘앞역,81863,5216,11612,11868,12818,16683,23665
274,1001221,2,발달상권,장안동사거리,957056,132909,151713,188311,168316,134999,180807
275,1001220,2,발달상권,서울 종로구 동대문역_2,685829,25457,86867,107530,117640,145956,202379
276,1001219,2,발달상권,서울 종로구 동대문역_1,127879,7225,17031,14310,16831,30994,41486
277,1001218,2,발달상권,동대문시장_2,335814,9132,42227,50908,58469,73138,101939
278,1001217,2,발달상권,서울 종로구 종로5가역_1,170034,4653,22567,26786,29864,36068,50098
279,1001216,2,발달상권,서울 종로구 종로3가역_1,356182,10026,84426,84856,73704,51324,51846
280,1001215,2,발달상권,서울 종로구 광화문역_1,258386,11427,42489,66756,64138,41957,31618
281,1001214,2,발달상권,종각역,58649,1620,13319,14571,12818,8555,7768
282,1001213,2,발달상권,종각역 젊음의 거리,852080,23486,203956,207811,178623,121286,116919
283,1001212,2,발달상권,서대문구 서대문역_1,90020,8672,12491,18182,18334,14970,17371
284,1001211,2,발달상권,동대문시장_1,168116,8339,33306,43711,34076,24212,24471
285,1001210,2,발달상권,시청역_2,336696,31856,45591,82247,85242,54078,37683
286,1001209,2,발달상권,서울시청,350378,7490,62824,95783,89634,56718,37928
287,1001208,2,발달상권,서울 중구 을지로3가역_2,743347,11604,136201,176651,159106,128489,131299
288,1001207,2,발달상권,서울 중구 신당역_2,917494,24279,157360,247598,195526,141486,151247
289,1001206,2,발달상권,서대문구 서대문역_2,547883,49662,84622,121295,118382,91244,82680
290,1001205,2,발달상권,동대문역사문화공원역,469212,15887,92487,115674,90527,75557,79080
291,1001204,2,발달상권,서울 중구 을지로3가역_1,902502,24209,151037,183476,190863,180342,172574
292,1001203,2,발달상권,명동거리,931402,30639,180958,243001,213957,141014,121831
293,1001202,2,발달상권,롯데백화점,260729,7205,49480,70083,58257,41885,33820
294,1001201,2,발달상권,서울 중구 신당역_1,747074,50159,115804,128778,120473,145568,186290
295,1001200,2,발달상권,북창동,339345,9656,64149,91623,73964,54803,45150
296,1001199,2,발달상권,서울 중구 충무로역_2,998206,41241,171932,204050,216205,186922,177856
297,1001198,2,발달상권,서울 강서구 송정역,462446,66636,73896,83176,65004,63100,110632
298,1001197,2,발달상권,장한평역_2,459647,32905,72826,89695,81559,78937,103724
299,1001196,2,발달상권,시청역_1,340461,6208,51881,100406,97721,54878,29365
300,1001195,2,발달상권,왕십리역_2,337642,30981,83167,60348,51615,50342,61191
301,1001194,2,발달상권,서울 강서구 발산역,245001,33200,44161,47283,43244,33578,43536
302,1001193,2,발달상권,장한평역_1,312788,20821,54300,62567,54900,54562,65639
303,1001192,2,발달상권,서울 중구 충무로역_1,358343,37354,87190,61064,59027,55241,58467
304,1001191,2,발달상권,왕십리역_1,64032,10563,9212,12758,11375,8599,11526
305,1001190,2,발달상권,장한평역,107561,6364,20564,21585,20213,18517,20319
306,1001189,2,발달상권,서울 중구 명동역,361009,27827,65253,77652,73466,53483,63329
307,1001188,2,발달상권,장충동 족발거리,156166,8804,34298,31141,28213,23458,30254
308,1001187,2,발달상권,한양시장,568911,78052,240691,76364,54696,51520,67589
309,1001186,2,발달상권,서울 서대문구 이대역,1142583,104084,512108,185777,120683,101158,118772
310,1001185,2,발달상권,서울 서대문구 신촌역,3644065,377313,1644952,611217,357364,300422,352799
311,1001184,2,발달상권,서울 마포구 홍대입구역_3,356146,30466,116845,76895,55576,35284,41080
312,1001183,2,발달상권,서울 마포구 홍대입구역_2,355553,30198,99349,80521,61911,36775,46800
313,1001182,2,발달상권,홍익대학교 주변,4641345,485926,1807213,989243,592069,360676,406217
314,1001181,2,발달상권,서울 광진구 군자역,771128,57920,193219,163684,109399,102478,144427
315,1001180,2,발달상권,신촌역,1111471,91976,407907,194988,134673,123268,158662
316,1001179,2,발달상권,강서구청,868799,87359,160088,167672,147012,123829,182838
317,1001178,2,발달상권,서울 마포구 홍대입구역_1,594107,45854,167851,133489,101037,67597,78279
318,1001177,2,발달상권,서울 중구 약수역_2,122647,13548,20004,22112,19673,17280,30029
319,1001176,2,발달상권,서울 중구 약수역_1,43197,4789,6250,7161,6491,6208,12299
320,1001175,2,발달상권,서울 강동구 고덕역,776518,241255,85490,81527,122590,103134,142523
321,1001174,2,발달상권,등촌역,308759,30904,53605,65018,50282,45356,63594
322,1001173,2,발달상권,서울 강동구 명일역,1556885,308766,163677,236241,272025,225815,350361
323,1001172,2,발달상권,어린이대공원역,460851,33725,196917,86233,47739,43553,52683
324,1001171,2,발달상권,서울 마포구 공덕역_2,120376,12062,20409,26832,23182,19201,18690
325,1001170,2,발달상권,공덕역,315950,40945,51771,70779,59182,48446,44827
326,1001169,2,발달상권,서울 용산구 숙대입구역,54310,2305,11006,11830,10835,8140,10192
327,1001168,2,발달상권,남영역,138928,8726,28288,28165,26079,22212,25460
328,1001167,2,발달상권,서울 마포구 공덕역_1,366472,40216,58231,77604,63960,60033,66429
329,1001166,2,발달상권,서울 마포구 마포역_2,1536783,188648,197535,343616,328463,230025,248496
330,1001165,2,발달상권,서울 광진구 건대입구역_2,1422223,141590,627414,233580,146932,120405,152301
331,1001164,2,발달상권,서울 마포구 마포역_1,829995,74799,121907,181864,158753,131823,160850
332,1001163,2,발달상권,서울 강동구 천호역_2,1028984,78570,208697,199464,161016,159895,221341
333,1001162,2,발달상권,서울 광진구 건대입구역_1,533236,52858,171339,89968,68685,69555,80832
334,1001161,2,발달상권,건대입구역,71422,7758,15971,12011,10395,10863,14421
335,1001160,2,발달상권,서울 광진구 구의역,614122,45723,135017,127248,100970,92669,112494
336,1001159,2,발달상권,서울 강동구 천호역,289927,21417,48469,54591,46871,49428,69151
337,1001158,2,발달상권,당산역_2,291490,23988,65646,66191,45033,40787,49845
338,1001157,2,발달상권,서울 강동구 천호역_1,195643,16109,35806,38166,31508,33381,40673
339,1001156,2,발달상권,서울 강동구 길동역,1378646,124493,240733,265127,231736,214346,302211
340,1001155,2,발달상권,용산 전자상가_5,467939,36117,67497,108322,104274,70980,80751
341,1001154,2,발달상권,용산 전자상가_4,87340,8737,12344,16475,16292,13863,19632
342,1001153,2,발달상권,당산역_1,318100,32660,69840,71001,49549,42618,52433
343,1001152,2,발달상권,서울 광진구 강변역,140094,17991,19032,25651,26579,22667,28174
344,1001151,2,발달상권,용산 전자상가_3,138869,13157,19642,29321,28828,22270,25654
345,1001150,2,발달상권,서울 용산구 이태원역,449634,24581,111892,102146,73924,58657,78434
346,1001149,2,발달상권,한남오거리,172131,9591,32337,44132,33416,23279,29377
347,1001148,2,발달상권,목동사거리,76017,11110,10383,10642,12738,12798,18347
348,1001147,2,발달상권,용산 전자상가_2,74285,4547,12748,18320,15743,10780,12147
349,1001146,2,발달상권,용산구청,26272,1948,5643,5799,4645,3770,4467
350,1001145,2,발달상권,용산 전자상가_1,122488,10123,24771,29953,23264,16418,17959
351,1001144,2,발달상권,국회의사당역_2,226555,4350,41039,69167,54627,32738,24635
352,1001143,2,발달상권,서울 용산구 신용산역,206662,12120,44396,55487,44238,27680,22742
353,1001142,2,발달상권,국회의사당역_1,15695,251,3087,4707,3807,2238,1608
354,1001141,2,발달상권,압구정 로데오거리_2,2532611,222946,609307,620779,455436,284056,340087
355,1001140,2,발달상권,서울 강남구 압구정역,1362914,210592,231731,284727,259953,161710,214202
356,1001139,2,발달상권,서울 영등포구 영등포구청역,883318,67995,163228,191595,151401,143032,166069
357,1001138,2,발달상권,압구정 로데오거리_1,905001,55612,217995,254955,166779,106922,102739
358,1001137,2,발달상권,서울 강동구 둔촌동역,233426,36140,31040,30299,37819,41172,56957
359,1001136,2,발달상권,오목교역,320229,76843,41214,40833,63567,46984,50788
360,1001135,2,발달상권,신사동 가로수길,3556127,349411,822023,856037,652144,411477,465038
361,1001134,2,발달상권,서울 영등포구 여의도역_2,480285,27087,90669,140383,112558,61863,47726
362,1001133,2,발달상권,청담사거리_3,233354,23249,38703,53412,45195,33050,39745
363,1001132,2,발달상권,영등포유통상가,164006,11584,27404,33800,33224,26315,31680
364,1001131,2,발달상권,청담역_2,304129,31771,45101,71380,60228,45157,50492
365,1001130,2,발달상권,청담역_1,125739,10494,18313,30615,25882,18352,22081
366,1001129,2,발달상권,청담사거리_2,176259,18723,26409,36077,31284,25370,38395
367,1001128,2,발달상권,청담사거리_1,251161,22286,49027,60808,47262,31674,40106
368,1001127,2,발달상권,서울 영등포구 여의도역_1,897549,70040,155906,242687,202039,118054,108822
369,1001126,2,발달상권,서울 양천구 신정네거리역_2,28738,4236,4229,4292,4493,4763,6723
370,1001125,2,발달상권,학동사거리_2,224758,13817,51098,64139,45299,26018,24387
371,1001124,2,발달상권,서울 영등포구 영등포시장역,336999,15146,89136,84533,47071,44772,56340
372,1001123,2,발달상권,학동사거리_1,568385,43939,120054,152218,114347,67978,69849
373,1001122,2,발달상권,여의도 시범아파트앞,179372,20380,19479,34270,36301,28713,40231
374,1001121,2,발달상권,영등포역_3,366914,20718,82383,78020,56307,60168,69317
375,1001120,2,발달상권,도산공원사거리_1,208347,14787,40765,58449,45576,24195,24576
376,1001119,2,발달상권,영등포역_2,916053,39847,269827,192784,124598,135818,153179
377,1001118,2,발달상권,문래동 주민센터,262992,22150,40106,53598,53354,42342,51443
378,1001117,2,발달상권,강남구 신사역_2,664745,36988,157971,184081,133630,73336,78736
379,1001116,2,발달상권,영등포역_1,110416,4630,33346,26237,15330,15266,15608
380,1001115,2,발달상권,서울 강남구 강남구청역_2,669726,51122,137435,173736,140658,79374,87402
381,1001114,2,발달상권,강남구 신사역_1,499552,71739,81488,96117,105739,70655,73812
382,1001113,2,발달상권,서울 동작구 노량진1동_1,47452,3006,16650,9736,6152,5294,6614
383,1001112,2,발달상권,서울 강남구 학동역_3,280737,13652,58872,81176,63643,31209,32185
384,1001111,2,발달상권,서울 강남구 강남구청역_1,511939,43692,106346,134404,104369,59227,63902
385,1001110,2,발달상권,잠실역,755861,73441,117241,175042,152535,111364,126238
386,1001109,2,발달상권,강남구 논현역_4,1718629,141252,329855,425326,354414,229969,237813
387,1001108,2,발달상권,학동역,225854,10577,50162,64587,42971,27602,29956
388,1001107,2,발달상권,방이동 먹자골목,1239517,67210,311083,306174,207755,169266,178029
389,1001106,2,발달상권,서울 강남구 학동역_2,265470,30250,49513,63526,54275,31948,35960
390,1001105,2,발달상권,서울 동작구 노량진역,543381,32504,244105,118269,54218,41082,53201
391,1001104,2,발달상권,삼성역_3,160134,14894,29029,42350,34334,21025,18504
392,1001103,2,발달상권,코엑스,95914,5297,20682,27920,21070,11565,9379
393,1001102,2,발달상권,서울 강남구 학동역_1,304886,22067,71333,80646,54621,36512,39706
394,1001101,2,발달상권,선정릉역_2,629971,66288,120488,157167,126323,74206,85498
395,1001100,2,발달상권,강남구 논현역_3,232715,15267,43785,57296,47148,31467,37752
396,1001099,2,발달상권,포스코사거리_2,746126,34523,146930,230261,176179,87291,70942
397,1001098,2,발달상권,포스코사거리_1,1208310,85682,217098,317040,274811,160873,152805
398,1001097,2,발달상권,잠실역 롯데월드,56154,8891,10069,10977,9312,7655,9251
399,1001096,2,발달상권,신도림역,831567,108304,135842,192341,151524,110443,133114
400,1001095,2,발달상권,강남구 논현역_2,1829562,102434,449526,477039,339957,206772,253832
401,1001094,2,발달상권,선정릉역_1,73159,5670,14266,19039,14594,9032,10559
402,1001093,2,발달상권,신천역,2176647,302662,414974,423345,396806,283034,355826
403,1001092,2,발달상권,강남구 논현역_1,1210223,70671,278211,310506,234835,151111,164888
404,1001091,2,발달상권,삼성역_2,125722,8497,24824,36461,28036,15312,12592
405,1001090,2,발달상권,삼정역_2,556635,25294,114090,162419,115830,65496,73509
406,1001089,2,발달상권,삼정역_1,222481,10553,47634,66219,46430,25448,26196
407,1001088,2,발달상권,삼성역_1,1112690,108276,216215,312117,233905,132784,109395
408,1001087,2,발달상권,서울 강남구 선릉역_2,1321238,52218,262370,378544,254830,186886,186390
409,1001086,2,발달상권,고속터미널역,69275,8783,11318,12814,13018,10814,12528
410,1001085,2,발달상권,서울 서초구 강남역,2770777,168399,811340,748555,487285,284589,270607
411,1001084,2,발달상권,서울 강남구 선릉역_1,586201,26863,107968,154303,127427,85212,84428
412,1001083,2,발달상권,서울 송파구 석촌역_2,191799,24643,33632,42808,30307,24004,36405
413,1001082,2,발달상권,선릉역_2,4073995,603304,714890,921411,835924,535831,462636
414,1001081,2,발달상권,서울 강남구 역삼역_2,620925,21429,137212,184374,134656,77170,66083
415,1001080,2,발달상권,서울 송파구 석촌역_1,170344,22280,30340,35756,28856,23580,29533
416,1001079,2,발달상권,석촌역,54943,5576,9889,12529,9051,7964,9935
417,1001078,2,발달상권,서울 강남구 강남역_2,2092066,194093,602959,511748,362834,215909,204523
